ID,Label,Label_latin,Label_untreated,Name,Collective,Name_alternative,Honorific,Family_name,Family_name_alternative,Connector2,Surname,Surname_alternative,Senior/Junior,Alias,Origin_or_residence,Origin,Residence,Sex,Sex_guessing_hits,Sex_guessing_trace,Heretic,Order,Occupation/office,Occupation_general,Occupation_type,Occupation_guess_rank,Occupation_guess,Fugitive,Network,Relations,Footnotes,Notes,Pages_or_folios,Pages_introduction,Pages_footnotes,Original_entry_untreated_parts,Original_entry_complete,Entry_main_editor
1453,Roger Pascal,Rogerius Pascalis,Roger Pascal,Roger,,,,Pascal,,,,,,,,,,m,mm,latin_names1(Rogerius) latin_guess1,no,,,,,,,,,,,,XXV:296v,,,,"Roger Pascal [Rogerius Pascalis], 296v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1454,‘the Rogers’,las Rogerias,‘the Rogers’,,y,,,,,,,,,,,,,f,ff,gender_role1 (sister) gender_role1 (sisters),h,,sisters,master,free profession,62,"{u'sisters': [[62, u'sisters', u'master', u'free profession']]}",,,,"<24r-v> mentions two, no names given, <42r> mentiones collectively, with neither names nor number, names known from ms. 609: Dias, Guillelma, Petrona (DZ)",,"XXVI:24r, XXVI:24v, XXVI:42r",,,sisters,"‘the Rogers’ [las Rogerias], sisters, H, <24r–v>, <42r> {<24r-v> mentions two, no names given; <42r> mentiones collectively, with neither names nor number; names known from ms. 609: Dias, Guillelma, Petrona (DZ)}",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1455,Saix Brostalho,Saxius Brostalho,Saix Brostalho,Saix,,,,Brostalho,,,,,,,,,,m,m,latin_guess1,h,,,,,,,,,,,,"XXVI:14r, XXVI:14v",,,,"Saix Brostalho [Saxius Brostalho], H, <14r–v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1456,Sans of Palinières,Sancius de Palineriis,Sans of Palinières,Sans,,,,,,of,Palinières,,,,,,,m,m,latin_guess1,no,Cistercian monk,,,churchperson,,,,,,,,XXV:223r,,,,"Sans of Palinières [Sancius de Palineriis], Cistercian monk, 223r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1457,Saix of Puylaurens,Saxius de Podio Laurentio,Saix of Puylaurens,Saix,,,,,,of,Puylaurens,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,"XXV:82v, XXV:87v, XXV:125r, XXV:128v, XXV:159r, XXV:159v",,,of Montesquieu,"Saix of Puylaurens [Saxius de Podio Laurentio], of Montesquieu, knight, 45; 82v, 87v, 125r, 128v, 159r–v, 283r n. 13, 286r n. 22, 65r n. 9",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1458,Saura,,Saura,Saura,,,,,,,,,,,,,,f,f,en_guess1,h,,,,,,,,,,,,,,,,"Saura, H, 193v n. 4",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1459,Saurina Rigaud,,Saurina Rigaud,Saurina,,,,Rigaud,,,,,,,,,,f,f,en_guess1,h,,,,,,,,,,,,,,,,"Saurina Rigaud, H, 134v n. 22, 193v n. 8, 26v n. 39",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1460,Sazia of Bugat,Sazia/Sasia de Bugato de Rocavidal,Sazia of Bugat of Roquevidal,Sazia,,,,,,of,Bugat,,,,Roquevidal,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,"XXV:79v, XXV:106v, XXV:107r",,,,"Sazia of Bugat of Roquevidal [Sazia/Sasia de Bugato de Rocavidal], 79v, 106v–107r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1461,(seneschal of Carcassonne),,seneschal of Carcassonne,,,,,,,,,,,,,,,m,m,gender_role1(son),no,,,,,,,,,,,,,,,,"seneschal of Carcassonne, 41–42",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1462,Senglara or Auda,Senglara vel Auda,Senglara or Auda,Senglara,,,,,,,,,,,,,,f,ff,latin_guess1 en_guess1,no,,,,,,,,,,,,XXVI:31r,,,,"Senglara or Auda [Senglara vel Auda], <31r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1463,Sicard,Sicardus,Sicard,Sicard,,,,,,,,,,,,,,m,m,latin_guess1,no,,,,,,,fugitive,,,,,XXV:6v,,,,"Sicard [Sicardus], fugitive, 6v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1464,Sicard Alaman,Sicardus Alamanni,Sicard Alaman,Sicard,,,,Alaman,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:309r,,,,"Sicard Alaman [Sicardus Alamanni], 309r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1465,Sicard Arland,Sicardus Arlandi,Sicard Arland (the younger),Sicard,,,,Arland,,,,,Jr,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXVI:39r,,,,"Sicard Arland (the younger) [Sicardus Arlandi], <39r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1466,Sicard Arland,Sicardus Arlandi,Sicard Arland (the elder),Sicard,,,,Arland,,,,,Sr,,,,,m,m,latin_guess1,h,,,,,,,,,,,,"XXVI:34v, XXVI:38v, XXVI:39r, XXVI:40v",,,,"Sicard Arland (the elder) [Sicardus Arlandi], H, <34v>, <38v–39r>, <40v>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1467,Sicard Guilabert,Sicardus Guilaberti,Sicard Guilabert,Sicard,,,,Guilabert,,,,,,,,,,m,m,latin_guess1,h,,,,,,,,,,,,XXVI:52r,,,,"Sicard Guilabert [Sicardus Guilaberti], H, <52r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1468,Sicard Lunel (when heretic),Sicardus Lunelli/de Lunello,Sicard Lunel/of Lunel,Sicard,,,,Lunel,,,,,,,,,,m,m,latin_guess1,h,,deacon of the heretics,deacon of the heretics,dissident minister,"67, 100","{u'inquisitors’ agent': [[67, u'inquisitors’ agent', u'inquisitor', u'churchperson']], u'deacon of the heretics': [[100, u'deacon of the heretics', u'deacon of the heretics', u'dissident minister'], [77, u'deacon of the heretics', u'bishop of the heretics', u'dissident minister'], [71, u'deacon of the heretics', u'lieutenant of the deacon of the heretics', u'dissident minister']]}",,d,,,,"XXV:100v, XXVI:52r, XXVI:53v",,,,"Sicard Lunel/of Lunel [Sicardus Lunelli/de Lunello], H, deacon of the heretics, inquisitors’ agent, 38, 56–57; n. 107, 108, 111, 112, 113; 3r n. 12, 7v, 14r, 100v, 136v n. 6, 143r, 154r n. 8, 295v n. 12, 309v n. 56, 51r n. 13, 52r, 53v, 53v n. 31, 59r n. 5",David Zbíral
1469,Sicard of Gavarreto,Sicardus de Gavarreto,Sicard of Gavarreto,Sicard,,,,,,of,Gavarreto,,,,,,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,XXVI:68v,,,,"Sicard of Gavarreto [Sicardus de Gavarreto], knight, 68v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1470,Sicard of La Soulade,"Sicardus de la Solada, de Sancto Paulo (de Cadaiovis)","Sicard of La Soulade, of Saint-Paul(-Cap-de-Joux)",Sicard,,,,,,of,La Soulade,,,,Saint-Paul(-Cap-de-Joux),,,m,m,latin_guess1,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,"XXV:212r, XXV:213r, XXV:214r, XXV:213v",,,of Saint-Paul(-Cap-de-Joux),"Sicard of La Soulade, of Saint-Paul(-Cap-de-Joux) [Sicardus de la Solada, de Sancto Paulo (de Cadaiovis)], knight, 47, 53–54; 212r, 213r–214r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1471,Sicard of Puylaurens,,Sicard of Puylaurens,Sicard,,,,,,of,Puylaurens,,,,,,,m,,,no,,knight,knight,knight/noble,100,"{u'knight': [[100, u'knight', u'knight', u'knight/noble']]}",,,,,,,,,,"Sicard of Puylaurens, knight, 30v n. 19, 283r n. 13, 50r n. 2",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1472,Sicard of Roumégoux,"Sicardus de Romegos, qui aliter cognominabatur de Tresmezinas","Sicard of Roumégoux, otherwise surnamed ‘of Tresmèzes’",Sicard,,,,,,of,Roumégoux,,,Sicard of Tresmèzes,,,,m,m,latin_guess1,no,,,,,,,fugitive,,,,,"XXV:185r, XXV:186v, XXV:191r",,,"otherwise surnamed ‘of Tresmèzes’, exile","Sicard of Roumégoux, otherwise surnamed ‘of Tresmèzes’ [Sicardus de Romegos, qui aliter cognominabatur de Tresmezinas], fugitive, exile, 185r, 186v, 191r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1473,Sicard of Saint-Michel,Sicardus de Sancto Michaele de Toellis,Sicard of Saint-Michel of Las Touzeilles,Sicard,,,,,,of,Saint-Michel,,,,Las Touzeilles,,,m,m,latin_guess1,no,,,,,,,,,,,,"XXVI:6r, XXVI:6v",,,,"Sicard of Saint-Michel of Las Touzeilles [Sicardus de Sancto Michaele de Toellis], 6r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1474,Sicard Tisserand,Sicardus Textor de Vauro,Sicard Tisserand of Lavaur,Sicard,,,,Tisserand,,of,Lavaur,,,,,,,m,m,latin_guess1,no,,weaver,weaver,craftsman,100,"{u'weaver': [[100, u'weaver', u'weaver', u'craftsman'], [67, u'weaver', u'healer', u'service-provider']]}",,,,,,"XXV:71r, XXV:91r",,,,"Sicard Tisserand of Lavaur [Sicardus Textor de Vauro], weaver, 71r, 91r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1475,Sicarda Eugrin,"Sicarda, uxor Petri Augerii de Podio Danielis","Sicarda, wife of Peter Eugrin of Puydaniel",Sicarda,,,,Eugrin,,of,Puydaniel,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,,,,,,"XXV:217v, XXV:218r",,,,"Sicarda, wife of Peter Eugrin of Puydaniel [Sicarda, uxor Petri Augerii de Podio Danielis], 217v–218r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1476,Silvester,Silvester,Silvester,Silvester,,,,,,,,,,,,,,m,,,no,,chaplain of Verfeil,chaplain,churchperson,,first word,,,,,,,,,,"Silvester [Silvester], chaplain of Verfeil, 84",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1477,Simon,Simonis,Simon,Simon,,,,,,,,,,,,,,m,<fm>,latin_guess1 gender_role1(brother),no,,brother of the Holy Cross,monk,churchperson,63,"{u'brother of the Holy Cross': [[63, u'brother of the Holy Cross', u'brother of the Grammontine Order', u'churchperson']]}",,d,,,Blasphemic words and behaviour.,"XXV:241v, XXV:242r",,,brother of the Holy Cross,"Simon [Simonis], brother of the Holy Cross, 241v–242r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1478,Simon of Montfort,,Simon of Montfort,Simon,,,,,,of,Montfort,,,,,,,m,,,no,,count of Toulouse,count,knight/noble,,first word,,o,,,,,,,,"Simon of Montfort, count of Toulouse, 36; 272v n. 7, 278v n. 7, 65r n. 8",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1479,(a smith of Villefranche),quidam faber de Villa Francha,a smith of Villefranche,,,,,,,,,,,,,,,m,,,no,,,,,,,,,,,,XXV:190r,,,,"a smith of Villefranche [quidam faber de Villa Francha], 190r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1480,Sixtus,,Sixtus,Sixtus,,,,,,,,,,,,,,m,m,en_guess1,no,OP,,,churchperson,,,,,,,,,,,visitor of the convent of Prouille,"Sixtus, OP, visitor of the convent of Prouille, 84",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1481,Stebor of Saint-Paul-Cap-de-Joux,"Stebore, uxor Isarni de Sancto Paulo de Cadaiovis","Stebor, wife of Isarn of Saint-Paul-Cap-de-Joux",Stebor,,,lady,,,of,Saint-Paul-Cap-de-Joux,,,,,,,f,ff,gender_role1 (lady) gender_role1 (wife),no,,,,,,,,,,,,"XXV:119v, XXV:120r",,,,"Stebor, wife of Isarn of Saint-Paul-Cap-de-Joux [Stebore, uxor Isarni de Sancto Paulo de Cadaiovis], lady, 119v–120r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1482,Stephana of Château-Verdun,Stephana de Castro Verduno,Stephana of Château-Verdun,Stephana,,,,,,of,Château-Verdun,,,,,,,f,fff,latin_names1(Stephana) latin_guess1 en_guess1,h,,,,,,,,,,,,XXV:319r,,,,"Stephana of Château-Verdun [Stephana de Castro Verduno], H, 131v n. 7, 319r, 26v n. 39",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1483,Stephana of Neboda,Stephana de Neboda,Stephana of Neboda,Stephana,,,,,,of,Neboda,,,,,,,f,fff,latin_names1(Stephana) latin_guess1 en_guess1,no,,,,,,,,,,,,XXV:35r,,,,"Stephana of Neboda [Stephana de Neboda], 35r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1484,Stephana of Ségreville,Stephana de Seguervilla,Stephana of Ségreville,Stephana,,,,,,of,Ségreville,,,,,,,f,fff,latin_names1(Stephana) latin_guess1 en_guess1,h,,,,,,,,,,,,XXVI:67r,,,,"Stephana of Ségreville [Stephana de Seguervilla], H, <64v n. 7>, <67r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1485,Stephen,Estivus,Stephen,Stephen,,,,,,,,,,,,,,m,m,latin_guess1,h,,,,,,,,,,,,XXVI:37r,,,,"Stephen [Estivus], H, <37r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1486,Stephen,Stephanus,Stephen,Stephen,,,,,,,,,,,,,,m,m,latin_guess1,no,,cowherd,cowherd,production-worker,100,"{u'cowherd': [[100, u'cowherd', u'cowherd', u'production'], [100, u'cowherd', u'cowherd', u'production-worker']]}",,,,,,XXV:292v,,,,"Stephen [Stephanus], cowherd, 292v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1487,Stephen of Cordes,Stephanus dictus Pilotus/Piletus de Cordua,"Stephen, alias Pilot of Cordes",Stephen,,,,,,of,Cordes,,,Pilot of Cordes,,,,m,mmm,latin_names1(Stephanus) latin_guess1 gender_role1(son),no,,prisoner,prior,churchperson,77,"{u'prisoner': [[77, u'prisoner', u'prior', u'churchperson'], [71, u'prisoner', u'prince', u'knight/noble']]}",,,,,,"XXV:58r, XXV:59r",,,prisoner,"Stephen, alias Pilot of Cordes [Stephanus dictus Pilotus/Piletus de Cordua], prisoner, 38, 54; 58r, 59r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1488,Stephen,,Stephen,Stephen,,,,,,,,,,,,,,m,,,no,,"master, inquisitor","master, inquisitor","free profession, churchperson","100, 100","{u'master': [[100, u'master', u'master', u'free profession']], u'inquisitor': [[100, u'inquisitor', u'inquisitor', u'churchperson'], [80, u'inquisitor', u'vice-inquisitor', u'churchperson']]}",,i,,,,,,,,"Stephen, master, inquisitor, 275v n. 2",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1489,Stephen Abbas,Stephanus Abbas,Stephen Abbas,Stephen,,,,Abbas,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXV:103r,,,,"Stephen Abbas [Stephanus Abbas], 103r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1490,Stephen Arland,Stephanus Arlandi de Ruppeforti,Stephen Arland of Roquefort,Stephen,,,,Arland,,of,Roquefort,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXVI:13r, XXVI:13v, XXVI:37r, XXVI:39r",,,,"Stephen Arland of Roquefort [Stephanus Arlandi de Ruppeforti], <13r–v>, <37r>, <39r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1491,Stephen Brito,Stephanus Britonis,Stephen Brito,Stephen,,,,Brito,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:232r, XXV:233v, XXV:236r, XXV:240r",,,,"Stephen Brito [Stephanus Britonis], 232r, 233v, 236r, 240r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1492,Stephen Buro,Stephanus Buro,Stephen Buro,Stephen,,,,Buro,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXV:235v,,,,"Stephen Buro [Stephanus Buro], 235v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1493,Stephen Carpin,Stephanus Carpini de Duroforti,Stephen Carpin of Durfort,Stephen,,,,Carpin,,of,Durfort,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXVI:28r,,,,"Stephen Carpin of Durfort [Stephanus Carpini de Duroforti], <28r>",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1494,Stephen Donat,Stephanus Donati de Montegalhardo,Stephen Donat of Montgaillard,Stephen,,,,Donat,,of,Montgaillard,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,h,,,,,,,,,,N77 Here ‘de Monte Lombardo’.,,"XXV:130v, XXV:131v, XXV:132r, XXV:133r, XXV:134r, XXV:135r, XXV:134v, XXV:139v, XXV:141v, XXV:298r, XXV:298v, XXV:301r, XXV:302r, XXV:302v, XXV:311r, XXV:312v, XXV:313r, XXV:317v, XXV:320r, XXV:321r, XXV:320v, XXV:322v, XXV:323r, XXV:324v, XXV:325v, XXVI:1r, XXVI:55r, XXVI:71r, XXVI:72r, XXVI:71v",,,,"Stephen Donat of Montgaillard [Stephanus Donati de Montegalhardo], H, 130v, 131v–132r, 133r, 134r–135r, 139v, 141v, 298r–v, 301r, 302r–v, 311r, 312v–313r, 317v, 320r–321r, 322v–323r, 324v, 325v {N77 Here ‘de Monte Lombardo’.}, 1r, 55r, 71r–72r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1495,Stephen Gros,Stephanus Grossi de Monte Mauro/de terra Sancti Felicis,Stephen Gros of Montmaur,Stephen,,,,Gros,,of,Montmaur,of the land of Saint-Félix,,,Saint-Félix,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:146r, XXV:307r",,,,"Stephen Gros of Montmaur/of the land of Saint-Félix [Stephanus Grossi de Monte Mauro/de terra Sancti Felicis], 146r, 307r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1496,Stephen Hugh,Stephanus Hugonis/Ugoni de Rupe Vitalis/Rochavidal,Stephen Hugh of Roquevidal,Stephen,,,,Hugh,,of,Roquevidal,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:74r, XXV:123r",,,,"Stephen Hugh of Roquevidal [Stephanus Hugonis/Ugoni de Rupe Vitalis/Rochavidal], 74r, 123r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1497,Stephen Lobet,Stephanus Lobet,Stephen Lobet,Stephen,,,,Lobet,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXV:57v,,,,"Stephen Lobet [Stephanus Lobet], 57v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1498,Stephen Maistre,Stephanus Magistri,Stephen Maistre,Stephen,,,,Maistre,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXV:170v,,,,"Stephen Maistre [Stephanus Magistri], 170v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1499,Stephen Massa,,Stephen Massa of Toulouse,Stephen,,,,Massa,,of,Toulouse,,,,,,,m,,,no,,,,,,,,,,,,,,,,"Stephen Massa of Toulouse, 328r n. 113",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1500,Stephen Novel,Stephanus Novelli de Sancto Paulo de Corpore Sancto,Stephen Novel of Saint-Paulet,Stephen,,,,Novel,,of,Saint-Paulet,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:143r, XXV:301v",,,,"Stephen Novel of Saint-Paulet [Stephanus Novelli de Sancto Paulo de Corpore Sancto], 143r, 301v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1501,Stephen of Cahuzac,Stephanus de Causaco de Sancto Antonino,Stephen of Cahuzac of Saint-Antonin,Stephen,,,,,,of,Cahuzac,,,,Saint-Antonin,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,XXV:207v,,,,"Stephen of Cahuzac of Saint-Antonin [Stephanus de Causaco de Sancto Antonino], 207v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1502,Stephen of Gâtine,Stephanus Vastin’,Stephen of Gâtine,Stephen,,,,,,of,Gâtine,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,inquisitor,inquisitor,churchperson,100,"{u'inquisitor': [[100, u'inquisitor', u'inquisitor', u'churchperson'], [80, u'inquisitor', u'vice-inquisitor', u'churchperson']]}",,i,,,,"XXV:184v, XXV:186r",,,,"Stephen of Gâtine [Stephanus Vastin’], inquisitor, 17–18 n. 53, 38, 39 n. 14, 40, 51 n. 72, 62, 80; 35v n. 4, 184v, 184v n. 9, 186r, 246v n. 9, 303r n. 31, 309v n. 56",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1503,Stephen of Leumer,Stephanus de Leumer/Leumers de Pradis,Stephen of Leumer of Prades,Stephen,,,,,,of,Leumer,,,,Prades,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:85v, XXV:86v, XXV:86r, XXV:127v, XXV:128r",,,,"Stephen of Leumer of Prades [Stephanus de Leumer/Leumers de Pradis], 85v–86v, 127v–128r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1504,Stephen of Pradines,Stephanus de Pradinas de Sancto Paulo de Cadaiovis,Stephen of Pradines of Saint-Paul-Cap-de-Joux,Stephen,,,,,,of,Pradines,,,,Saint-Paul-Cap-de-Joux,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,tailor,tailor,craftsman,100,"{u'tailor': [[100, u'tailor', u'tailor', u'craftsman']]}",,,,,,"XXV:78r, XXV:78v, XXV:102v, XXV:103v, XXV:103r",,,,"Stephen of Pradines of Saint-Paul-Cap-de-Joux [Stephanus de Pradinas de Sancto Paulo de Cadaiovis], tailor, 78r–v, 102v–103v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1505,Stephen of Saint-Thibéry,,Stephen of Saint-Thibéry,Stephen,,,,,,of,Saint-Thibéry,,,,,,,m,,,no,OFM,,,churchperson,,,,,,,,,,,,"Stephen of Saint-Thibéry, OFM, 298v n. 5, 68v n. 26",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1506,Stephen of Séguenville,,Stephen of Séguenville,Stephen,,,,,,of,Séguenville,,,,,,,m,,,no,,,,,,,,,,,,,,,,"Stephen of Séguenville, 61",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1507,Stephen of Villeneuve,Stephanus de Villanova de Avinione,Stephen of Villeneuve of Avignonet,Stephen,,,,,,of,Villeneuve,,,,Avignonet,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:315r, XXV:316r",,,,"Stephen of Villeneuve of Avignonet [Stephanus de Villanova de Avinione], 315r, 316r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1508,Stephen Roger,Stephanus Rogerii de Romenx,Stephen Roger of Roumens,Stephen,,,,Roger,,of,Roumens,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:26r, XXV:29r, XXV:26v, XXV:27r, XXV:27v, XXV:28r, XXV:28v",,,,"Stephen Roger of Roumens [Stephanus Rogerii de Romenx], 26r–29r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1509,Stephen Roque,Stephanus Roca,Stephen Roque,Stephen,,,,Roque,,,,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:311r, XXV:314v, XXV:315r",,,,"Stephen Roque [Stephanus Roca], 311r, 314v–315r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1510,Stephen Vital,Stephanus Vitalis de Varanhano,Stephen Vital of Baraigne,Stephen,,,,Vital,,of,Baraigne,,,,,,,m,mm,latin_names1(Stephanus) latin_guess1,no,,,,,,,,,,,,"XXV:192v, XXV:195v, XXV:193r, XXV:193v, XXV:194r, XXV:194v, XXV:195r",,,,"Stephen Vital of Baraigne [Stephanus Vitalis de Varanhano], 192v–195v, 72 n. 19, 75 n. 33",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1511,Sybil,"Sibilia, vidua, de Barraquinas","Sybil, of Barraquines",Sybil,,,,,,,,,,,,,Barraquines,f,,,no,,,,,,,,d,,,,"XXV:188r, XXV:188v",,,"of Barraquines, widow","Sybil, of Barraquines [Sibilia, vidua, de Barraquinas], widow, 188r–v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1512,Sybil Lombard,"Sebilia, uxor Arnaldi Lombardi","Sybil, wife of Arnold Lombard",Sybil,,,,Lombard,,,,,,,,,,f,f,gender_role1 (wife),no,,,,,,,fugitive,,,,,"XXV:143v, XXV:304r",,,,"Sybil, wife of Arnold Lombard [Sebilia, uxor Arnaldi Lombardi], fugitive, 143v, 304r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1513,Sybil of Saissac,Sebilia/Sebelia/Sibilia,Sybil,Sybil,,,lady,,,of,Saissac,,,,,,,f,ff,latin_guess1 gender_role1 (lady),no,,,,,,,,,,,,"XXV:149v, XXV:150v, XXV:150r, XXVI:51v, XXVI:53v",,,,"Sybil [Sebilia/Sebelia/Sibilia], wife of Jordan of Saissac, lady, 149v–150v, 51v, 53v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1514,Terren of Blan,Terrenus de Blanno,Terren of Blan,Terren,,,,,,of,Blan,,,,,,,m,m,latin_guess1,no,,,,,,,,,,N78 Possibly a member of the Terren family.,,XXV:289v,,,,"Terren of Blan [Terrenus de Blanno],{N78 Possibly a member of the Terren family.} 289v",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1515,Thomas of Saint-Flour,Thome de St Flore de Tholosa,Thomas of Saint-Flour of Toulouse,Thomas,,,,,,of,Saint-Flour,,,,Toulouse,,,m,,,no,,joiner,joiner,craftsman,100,"{u'joiner': [[100, u'joiner', u'joiner', u'craftsman']]}",,,,,,"XXV:38v, XXV:45r",,,,"Thomas of Saint-Flour of Toulouse [Thome de St Flore de Tholosa], joiner, 38v, 45r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1516,Thomasia,"Thomasia/Thomasa, uxor Iohannis den Arnauda","Thomasia, wife of John de Na Arnauda",Thomasia,,,,,,,,,,,,,,f,ff,en_guess1 gender_role1 (wife),no,,,,,,,fugitive,,,,,"XXV:143v, XXV:304r",,,,"Thomasia, wife of John de Na Arnauda [Thomasia/Thomasa, uxor Iohannis den Arnauda], fugitive, 143v, 304r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1517,Tolsan,Tholosanus,Tolsan,Tolsan,,,,,,,,,,,,,,m,m,latin_guess1,no,OP,master,master,churchperson,100,"{u'master': [[100, u'master', u'master', u'free profession']]}",,i,,,,"XXV:52r, XXV:82r, XXV:158r",,,,"Tolsan [Tholosanus], OP, master, 106 n. 217; 52r, 82r, 158r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
1518,Tolsan Eugilbert,Tholosanus Eugelberti,Tolsan Eugilbert,Tolsan,,,,Eugilbert,,,,,,,,,,m,m,latin_guess1,no,,,,,,,,,,,,XXV:125r,,,,"Tolsan Eugilbert [Tholosanus Eugelberti], 125r",TABULATOR-RT v0.1 2017-05-23 22:01:08.233000
